Day,Hour,Price
1/1/18,0:00,26.84
1/1/18,1:00,25.1
1/1/18,2:00,24.96
1/1/18,3:00,26.06
1/1/18,4:00,27.51
1/1/18,5:00,30.58
1/1/18,6:00,34.71
1/1/18,7:00,37.8
1/1/18,8:00,54.92
1/1/18,9:00,58.98
1/1/18,10:00,51.05
1/1/18,11:00,36.51
1/1/18,12:00,32.79
1/1/18,13:00,30.07
1/1/18,14:00,29.22
1/1/18,15:00,28.18
1/1/18,16:00,29.73
1/1/18,17:00,48.49
1/1/18,18:00,60.91
1/1/18,19:00,55.92
1/1/18,20:00,49.58
1/1/18,21:00,37.94
1/1/18,22:00,37.73
1/1/18,23:00,31.48
1/2/18,0:00,34.52
1/2/18,1:00,30.25
1/2/18,2:00,31.06
1/2/18,3:00,34.61
1/2/18,4:00,47.76
1/2/18,5:00,53.59
1/2/18,6:00,162.92
1/2/18,7:00,185.17
1/2/18,8:00,111.5
1/2/18,9:00,90.3
1/2/18,10:00,58.66
1/2/18,11:00,43.44
1/2/18,12:00,33.15
1/2/18,13:00,30.56
1/2/18,14:00,29.36
1/2/18,15:00,29.58
1/2/18,16:00,34.54
1/2/18,17:00,73.69
1/2/18,18:00,99.01
1/2/18,19:00,68.49
1/2/18,20:00,61.81
1/2/18,21:00,48.54
1/2/18,22:00,44.79
1/2/18,23:00,35.18
1/3/18,0:00,29.49
1/3/18,1:00,29.74
1/3/18,2:00,30.55
1/3/18,3:00,31.23
1/3/18,4:00,44.64
1/3/18,5:00,52.16
1/3/18,6:00,101.2
1/3/18,7:00,93.65
1/3/18,8:00,64.02
1/3/18,9:00,62.59
1/3/18,10:00,58.82
1/3/18,11:00,53.89
1/3/18,12:00,49.16
1/3/18,13:00,46.2
1/3/18,14:00,44.6
1/3/18,15:00,45.28
1/3/18,16:00,48.04
1/3/18,17:00,53.65
1/3/18,18:00,66.06
1/3/18,19:00,59.76
1/3/18,20:00,58.19
1/3/18,21:00,55.07
1/3/18,22:00,52.12
1/3/18,23:00,50.51
1/4/18,0:00,40.28
1/4/18,1:00,40.06
1/4/18,2:00,41.06
1/4/18,3:00,42.77
1/4/18,4:00,43.73
1/4/18,5:00,56.74
1/4/18,6:00,84.99
1/4/18,7:00,70.98
1/4/18,8:00,52.5
1/4/18,9:00,54.35
1/4/18,10:00,49.44
1/4/18,11:00,44.03
1/4/18,12:00,43.01
1/4/18,13:00,39.52
1/4/18,14:00,36.89
1/4/18,15:00,38.23
1/4/18,16:00,42.25
1/4/18,17:00,52.57
1/4/18,18:00,56.68
1/4/18,19:00,52.18
1/4/18,20:00,51.22
1/4/18,21:00,45.36
1/4/18,22:00,47.99
1/4/18,23:00,48.23
1/5/18,0:00,39.69
1/5/18,1:00,33.22
1/5/18,2:00,33.78
1/5/18,3:00,33.52
1/5/18,4:00,38.42
1/5/18,5:00,43.65
1/5/18,6:00,51.28
1/5/18,7:00,52.13
1/5/18,8:00,38.48
1/5/18,9:00,31.09
1/5/18,10:00,34.92
1/5/18,11:00,31.51
1/5/18,12:00,29.69
1/5/18,13:00,27.09
1/5/18,14:00,26.62
1/5/18,15:00,26.26
1/5/18,16:00,26.92
1/5/18,17:00,40.22
1/5/18,18:00,37.5
1/5/18,19:00,31.22
1/5/18,20:00,28
1/5/18,21:00,27.7
1/5/18,22:00,28.81
1/5/18,23:00,28.89
1/6/18,0:00,21.6
1/6/18,1:00,20.73
1/6/18,2:00,20.59
1/6/18,3:00,21.31
1/6/18,4:00,23.95
1/6/18,5:00,23.94
1/6/18,6:00,27.53
1/6/18,7:00,29.66
1/6/18,8:00,29.73
1/6/18,9:00,30.13
1/6/18,10:00,24.29
1/6/18,11:00,23.08
1/6/18,12:00,22.47
1/6/18,13:00,21.03
1/6/18,14:00,20.44
1/6/18,15:00,20.47
1/6/18,16:00,20.09
1/6/18,17:00,23.34
1/6/18,18:00,25.26
1/6/18,19:00,21.84
1/6/18,20:00,19.37
1/6/18,21:00,18.76
1/6/18,22:00,16.11
1/6/18,23:00,14.8
1/7/18,0:00,13.42
1/7/18,1:00,8.32
1/7/18,2:00,6.26
1/7/18,3:00,9.03
1/7/18,4:00,9.75
1/7/18,5:00,14.56
1/7/18,6:00,17.25
1/7/18,7:00,17.36
1/7/18,8:00,17.48
1/7/18,9:00,18.3
1/7/18,10:00,18.62
1/7/18,11:00,17.86
1/7/18,12:00,18.01
1/7/18,13:00,18.32
1/7/18,14:00,18.21
1/7/18,15:00,19.27
1/7/18,16:00,19.58
1/7/18,17:00,22.88
1/7/18,18:00,30.04
1/7/18,19:00,22.38
1/7/18,20:00,21.53
1/7/18,21:00,20.2
1/7/18,22:00,17.67
1/7/18,23:00,17.4
1/8/18,0:00,16.46
1/8/18,1:00,15.35
1/8/18,2:00,15.14
1/8/18,3:00,15.74
1/8/18,4:00,17.56
1/8/18,5:00,19.35
1/8/18,6:00,24.29
1/8/18,7:00,25.95
1/8/18,8:00,24.36
1/8/18,9:00,30.46
1/8/18,10:00,26.74
1/8/18,11:00,21.55
1/8/18,12:00,20.34
1/8/18,13:00,19.7
1/8/18,14:00,19.63
1/8/18,15:00,19.41
1/8/18,16:00,21.83
1/8/18,17:00,32.8
1/8/18,18:00,35.66
1/8/18,19:00,24.43
1/8/18,20:00,23.3
1/8/18,21:00,22.82
1/8/18,22:00,19.62
1/8/18,23:00,18.5
1/9/18,0:00,16.49
1/9/18,1:00,16.06
1/9/18,2:00,15.34
1/9/18,3:00,15.4
1/9/18,4:00,16.65
1/9/18,5:00,20.15
1/9/18,6:00,27.24
1/9/18,7:00,28.12
1/9/18,8:00,22.21
1/9/18,9:00,22.67
1/9/18,10:00,21.55
1/9/18,11:00,21.05
1/9/18,12:00,19.1
1/9/18,13:00,19.33
1/9/18,14:00,18.29
1/9/18,15:00,18.7
1/9/18,16:00,20.1
1/9/18,17:00,25.67
1/9/18,18:00,24.17
1/9/18,19:00,21.82
1/9/18,20:00,20.57
1/9/18,21:00,18.9
1/9/18,22:00,18.27
1/9/18,23:00,13.72
1/10/18,0:00,12.65
1/10/18,1:00,12.53
1/10/18,2:00,12.87
1/10/18,3:00,12.21
1/10/18,4:00,14
1/10/18,5:00,18.64
1/10/18,6:00,27.44
1/10/18,7:00,32.58
1/10/18,8:00,23.52
1/10/18,9:00,23.32
1/10/18,10:00,22.06
1/10/18,11:00,21.71
1/10/18,12:00,21.07
1/10/18,13:00,20.26
1/10/18,14:00,18.87
1/10/18,15:00,18.77
1/10/18,16:00,18.85
1/10/18,17:00,34.97
1/10/18,18:00,25.16
1/10/18,19:00,21.68
1/10/18,20:00,18.94
1/10/18,21:00,17.76
1/10/18,22:00,15.92
1/10/18,23:00,12.08
1/11/18,0:00,11.01
1/11/18,1:00,10.76
1/11/18,2:00,10.88
1/11/18,3:00,12.01
1/11/18,4:00,12.78
1/11/18,5:00,16.19
1/11/18,6:00,23.79
1/11/18,7:00,25.86
1/11/18,8:00,20.45
1/11/18,9:00,21.85
1/11/18,10:00,20.9
1/11/18,11:00,19.46
1/11/18,12:00,20.14
1/11/18,13:00,20.42
1/11/18,14:00,20.27
1/11/18,15:00,20.93
1/11/18,16:00,22.28
1/11/18,17:00,33.23
1/11/18,18:00,42.45
1/11/18,19:00,34.36
1/11/18,20:00,28
1/11/18,21:00,24.99
1/11/18,22:00,24.26
1/11/18,23:00,23.8
1/12/18,0:00,20.33
1/12/18,1:00,20.74
1/12/18,2:00,21.58
1/12/18,3:00,22.28
1/12/18,4:00,26.23
1/12/18,5:00,29.84
1/12/18,6:00,58.14
1/12/18,7:00,50.73
1/12/18,8:00,37.47
1/12/18,9:00,32.58
1/12/18,10:00,28.11
1/12/18,11:00,24.09
1/12/18,12:00,22.11
1/12/18,13:00,21.54
1/12/18,14:00,20.44
1/12/18,15:00,20.35
1/12/18,16:00,21.64
1/12/18,17:00,30.03
1/12/18,18:00,33.65
1/12/18,19:00,30.36
1/12/18,20:00,26.29
1/12/18,21:00,26.31
1/12/18,22:00,24.64
1/12/18,23:00,23.74
1/13/18,0:00,25.41
1/13/18,1:00,25.11
1/13/18,2:00,25.09
1/13/18,3:00,24.19
1/13/18,4:00,26.9
1/13/18,5:00,31.99
1/13/18,6:00,42.41
1/13/18,7:00,49.54
1/13/18,8:00,55.93
1/13/18,9:00,48.55
1/13/18,10:00,37
1/13/18,11:00,31.24
1/13/18,12:00,28
1/13/18,13:00,25.45
1/13/18,14:00,24.01
1/13/18,15:00,23.22
1/13/18,16:00,25.24
1/13/18,17:00,32.05
1/13/18,18:00,42.29
1/13/18,19:00,37.5
1/13/18,20:00,29.31
1/13/18,21:00,29.27
1/13/18,22:00,28.64
1/13/18,23:00,27.29
1/14/18,0:00,21.82
1/14/18,1:00,21.29
1/14/18,2:00,20.82
1/14/18,3:00,21.94
1/14/18,4:00,24.34
1/14/18,5:00,26.36
1/14/18,6:00,37.05
1/14/18,7:00,40.55
1/14/18,8:00,42.72
1/14/18,9:00,33.78
1/14/18,10:00,29.31
1/14/18,11:00,27.53
1/14/18,12:00,23.97
1/14/18,13:00,23.22
1/14/18,14:00,22.14
1/14/18,15:00,21.98
1/14/18,16:00,24.04
1/14/18,17:00,30.75
1/14/18,18:00,35.82
1/14/18,19:00,30.68
1/14/18,20:00,28.3
1/14/18,21:00,25.52
1/14/18,22:00,23.57
1/14/18,23:00,21.75
1/15/18,0:00,19.57
1/15/18,1:00,18.89
1/15/18,2:00,18.97
1/15/18,3:00,19.32
1/15/18,4:00,22.22
1/15/18,5:00,25.19
1/15/18,6:00,38.85
1/15/18,7:00,38.56
1/15/18,8:00,32.69
1/15/18,9:00,31.01
1/15/18,10:00,28.63
1/15/18,11:00,27.12
1/15/18,12:00,25.48
1/15/18,13:00,23.81
1/15/18,14:00,22.74
1/15/18,15:00,22.19
1/15/18,16:00,23.52
1/15/18,17:00,25.18
1/15/18,18:00,26.39
1/15/18,19:00,26.97
1/15/18,20:00,26.27
1/15/18,21:00,24.14
1/15/18,22:00,22.58
1/15/18,23:00,20.6
1/16/18,0:00,20.05
1/16/18,1:00,20.89
1/16/18,2:00,21.71
1/16/18,3:00,22.78
1/16/18,4:00,26.69
1/16/18,5:00,33.86
1/16/18,6:00,55.98
1/16/18,7:00,65.38
1/16/18,8:00,54.49
1/16/18,9:00,54.27
1/16/18,10:00,48.47
1/16/18,11:00,44.87
1/16/18,12:00,44.77
1/16/18,13:00,44.84
1/16/18,14:00,43.44
1/16/18,15:00,46.58
1/16/18,16:00,57.74
1/16/18,17:00,130.92
1/16/18,18:00,189.57
1/16/18,19:00,119.97
1/16/18,20:00,79.98
1/16/18,21:00,71.41
1/16/18,22:00,53.36
1/16/18,23:00,46.2
1/17/18,0:00,63.34
1/17/18,1:00,62.26
1/17/18,2:00,63.2
1/17/18,3:00,72.07
1/17/18,4:00,107.41
1/17/18,5:00,288.64
1/17/18,6:00,"1,543.60"
1/17/18,7:00,"1,638.04"
1/17/18,8:00,517.24
1/17/18,9:00,102.96
1/17/18,10:00,97.86
1/17/18,11:00,73.2
1/17/18,12:00,62.26
1/17/18,13:00,55.62
1/17/18,14:00,49.61
1/17/18,15:00,48.55
1/17/18,16:00,50.82
1/17/18,17:00,61.09
1/17/18,18:00,87.06
1/17/18,19:00,69.72
1/17/18,20:00,59.14
1/17/18,21:00,55.49
1/17/18,22:00,51.32
1/17/18,23:00,48.04
1/18/18,0:00,40.56
1/18/18,1:00,43.05
1/18/18,2:00,45.21
1/18/18,3:00,46.94
1/18/18,4:00,53.53
1/18/18,5:00,102.43
1/18/18,6:00,259.46
1/18/18,7:00,262.59
1/18/18,8:00,143.9
1/18/18,9:00,88.82
1/18/18,10:00,77.46
1/18/18,11:00,51.6
1/18/18,12:00,45.81
1/18/18,13:00,41.67
1/18/18,14:00,38.75
1/18/18,15:00,38.67
1/18/18,16:00,39.86
1/18/18,17:00,48.23
1/18/18,18:00,63.66
1/18/18,19:00,47.51
1/18/18,20:00,41.77
1/18/18,21:00,37.29
1/18/18,22:00,32.96
1/18/18,23:00,26.54
1/19/18,0:00,23.84
1/19/18,1:00,22.89
1/19/18,2:00,22.73
1/19/18,3:00,24.07
1/19/18,4:00,24.34
1/19/18,5:00,30.11
1/19/18,6:00,62.33
1/19/18,7:00,56.34
1/19/18,8:00,39.6
1/19/18,9:00,39.51
1/19/18,10:00,29.82
1/19/18,11:00,27.77
1/19/18,12:00,26.49
1/19/18,13:00,24.6
1/19/18,14:00,22.07
1/19/18,15:00,22.28
1/19/18,16:00,24.39
1/19/18,17:00,33.82
1/19/18,18:00,36.4
1/19/18,19:00,30.01
1/19/18,20:00,26.75
1/19/18,21:00,25.75
1/19/18,22:00,23.89
1/19/18,23:00,20.13
1/20/18,0:00,18.37
1/20/18,1:00,17.71
1/20/18,2:00,16.91
1/20/18,3:00,16.05
1/20/18,4:00,17.35
1/20/18,5:00,17.89
1/20/18,6:00,25.79
1/20/18,7:00,27.9
1/20/18,8:00,31.46
1/20/18,9:00,34.68
1/20/18,10:00,33.57
1/20/18,11:00,34.55
1/20/18,12:00,27.66
1/20/18,13:00,24.59
1/20/18,14:00,24.49
1/20/18,15:00,23.82
1/20/18,16:00,23.8
1/20/18,17:00,30.24
1/20/18,18:00,28.92
1/20/18,19:00,25.65
1/20/18,20:00,24.57
1/20/18,21:00,22.01
1/20/18,22:00,17.44
1/20/18,23:00,16.05
1/21/18,0:00,11.67
1/21/18,1:00,8.76
1/21/18,2:00,6.18
1/21/18,3:00,6.77
1/21/18,4:00,8.55
1/21/18,5:00,13.4
1/21/18,6:00,18.25
1/21/18,7:00,19.31
1/21/18,8:00,20.66
1/21/18,9:00,23.23
1/21/18,10:00,24.16
1/21/18,11:00,27.27
1/21/18,12:00,23.92
1/21/18,13:00,23.15
1/21/18,14:00,22.55
1/21/18,15:00,22.98
1/21/18,16:00,22.58
1/21/18,17:00,29.42
1/21/18,18:00,40.19
1/21/18,19:00,30.37
1/21/18,20:00,23.54
1/21/18,21:00,23.78
1/21/18,22:00,20.25
1/21/18,23:00,17.87
1/22/18,0:00,16.19
1/22/18,1:00,15.63
1/22/18,2:00,16.02
1/22/18,3:00,17.18
1/22/18,4:00,18.28
1/22/18,5:00,18.49
1/22/18,6:00,29.51
1/22/18,7:00,33.52
1/22/18,8:00,31.96
1/22/18,9:00,29.25
1/22/18,10:00,25.77
1/22/18,11:00,23.75
1/22/18,12:00,23.46
1/22/18,13:00,24.01
1/22/18,14:00,24.69
1/22/18,15:00,24.19
1/22/18,16:00,24.7
1/22/18,17:00,34.83
1/22/18,18:00,48.04
1/22/18,19:00,32.34
1/22/18,20:00,30.47
1/22/18,21:00,26
1/22/18,22:00,26.31
1/22/18,23:00,25.03
1/23/18,0:00,21.57
1/23/18,1:00,20.76
1/23/18,2:00,20.74
1/23/18,3:00,21.46
1/23/18,4:00,24.21
1/23/18,5:00,27.2
1/23/18,6:00,47.5
1/23/18,7:00,44.33
1/23/18,8:00,33.54
1/23/18,9:00,29.15
1/23/18,10:00,27.1
1/23/18,11:00,25.04
1/23/18,12:00,24.24
1/23/18,13:00,23.28
1/23/18,14:00,23.2
1/23/18,15:00,23.22
1/23/18,16:00,23.83
1/23/18,17:00,32.56
1/23/18,18:00,39.69
1/23/18,19:00,28.14
1/23/18,20:00,28.11
1/23/18,21:00,28.31
1/23/18,22:00,24.61
1/23/18,23:00,22.7
1/24/18,0:00,22.69
1/24/18,1:00,20.48
1/24/18,2:00,20.61
1/24/18,3:00,20.98
1/24/18,4:00,22.96
1/24/18,5:00,28.85
1/24/18,6:00,64.5
1/24/18,7:00,50.91
1/24/18,8:00,29.93
1/24/18,9:00,26.86
1/24/18,10:00,25.87
1/24/18,11:00,25.88
1/24/18,12:00,24.79
1/24/18,13:00,23.7
1/24/18,14:00,21.78
1/24/18,15:00,21.67
1/24/18,16:00,22.74
1/24/18,17:00,31.79
1/24/18,18:00,37.29
1/24/18,19:00,31.84
1/24/18,20:00,28.34
1/24/18,21:00,25.45
1/24/18,22:00,21.68
1/24/18,23:00,19.7
1/25/18,0:00,19.55
1/25/18,1:00,18.83
1/25/18,2:00,19.13
1/25/18,3:00,20.43
1/25/18,4:00,23.36
1/25/18,5:00,23.14
1/25/18,6:00,44.59
1/25/18,7:00,41.02
1/25/18,8:00,29.38
1/25/18,9:00,29.54
1/25/18,10:00,27.61
1/25/18,11:00,28.55
1/25/18,12:00,26.93
1/25/18,13:00,26.72
1/25/18,14:00,26.25
1/25/18,15:00,26.5
1/25/18,16:00,26.28
1/25/18,17:00,29.93
1/25/18,18:00,39.02
1/25/18,19:00,28.89
1/25/18,20:00,28.13
1/25/18,21:00,27.95
1/25/18,22:00,23.86
1/25/18,23:00,20.51
1/26/18,0:00,20.28
1/26/18,1:00,20.44
1/26/18,2:00,20
1/26/18,3:00,19.66
1/26/18,4:00,21.16
1/26/18,5:00,24.88
1/26/18,6:00,28.22
1/26/18,7:00,29.27
1/26/18,8:00,27.96
1/26/18,9:00,28.22
1/26/18,10:00,28.58
1/26/18,11:00,26.06
1/26/18,12:00,26.14
1/26/18,13:00,25.22
1/26/18,14:00,25.33
1/26/18,15:00,24.64
1/26/18,16:00,25.66
1/26/18,17:00,32.02
1/26/18,18:00,40.37
1/26/18,19:00,30.59
1/26/18,20:00,35.09
1/26/18,21:00,25.71
1/26/18,22:00,28.53
1/26/18,23:00,24.54
1/27/18,0:00,35.22
1/27/18,1:00,28.12
1/27/18,2:00,24.35
1/27/18,3:00,23.41
1/27/18,4:00,22.82
1/27/18,5:00,21.74
1/27/18,6:00,28.26
1/27/18,7:00,33.1
1/27/18,8:00,31.98
1/27/18,9:00,37.48
1/27/18,10:00,34.73
1/27/18,11:00,32.48
1/27/18,12:00,28.5
1/27/18,13:00,27.05
1/27/18,14:00,26.56
1/27/18,15:00,26.72
1/27/18,16:00,25.84
1/27/18,17:00,32.83
1/27/18,18:00,47.41
1/27/18,19:00,29.12
1/27/18,20:00,28.81
1/27/18,21:00,28.73
1/27/18,22:00,31.39
1/27/18,23:00,27.61
1/28/18,0:00,26.93
1/28/18,1:00,22.81
1/28/18,2:00,22.82
1/28/18,3:00,23.04
1/28/18,4:00,23.69
1/28/18,5:00,25.79
1/28/18,6:00,29.62
1/28/18,7:00,30.26
1/28/18,8:00,31.04
1/28/18,9:00,35.08
1/28/18,10:00,33.58
1/28/18,11:00,29.72
1/28/18,12:00,27.42
1/28/18,13:00,25.77
1/28/18,14:00,25.65
1/28/18,15:00,25.6
1/28/18,16:00,25.54
1/28/18,17:00,35.19
1/28/18,18:00,57.2
1/28/18,19:00,43.1
1/28/18,20:00,36.56
1/28/18,21:00,31.79
1/28/18,22:00,28.29
1/28/18,23:00,26.05
1/29/18,0:00,23.65
1/29/18,1:00,23
1/29/18,2:00,22.56
1/29/18,3:00,22.67
1/29/18,4:00,28.07
1/29/18,5:00,28.63
1/29/18,6:00,57.87
1/29/18,7:00,48.58
1/29/18,8:00,37.29
1/29/18,9:00,35.06
1/29/18,10:00,30.45
1/29/18,11:00,26.96
1/29/18,12:00,25.56
1/29/18,13:00,24.6
1/29/18,14:00,24.31
1/29/18,15:00,24.12
1/29/18,16:00,25.69
1/29/18,17:00,32.65
1/29/18,18:00,55.35
1/29/18,19:00,34.79
1/29/18,20:00,30.77
1/29/18,21:00,29.09
1/29/18,22:00,26.21
1/29/18,23:00,24.95
1/30/18,0:00,20.73
1/30/18,1:00,20.87
1/30/18,2:00,20.26
1/30/18,3:00,20.75
1/30/18,4:00,23.15
1/30/18,5:00,25.6
1/30/18,6:00,46.21
1/30/18,7:00,44.24
1/30/18,8:00,30.81
1/30/18,9:00,29.01
1/30/18,10:00,27.59
1/30/18,11:00,26.37
1/30/18,12:00,24.6
1/30/18,13:00,23.63
1/30/18,14:00,23.24
1/30/18,15:00,22.74
1/30/18,16:00,22.53
1/30/18,17:00,26.56
1/30/18,18:00,41.25
1/30/18,19:00,30.12
1/30/18,20:00,28.3
1/30/18,21:00,27.53
1/30/18,22:00,24.52
1/30/18,23:00,21.7
1/31/18,0:00,20.78
1/31/18,1:00,20.02
1/31/18,2:00,20.75
1/31/18,3:00,20.91
1/31/18,4:00,22.4
1/31/18,5:00,28.39
1/31/18,6:00,43.11
1/31/18,7:00,41.65
1/31/18,8:00,33.68
1/31/18,9:00,28.54
1/31/18,10:00,28.1
1/31/18,11:00,26.94
1/31/18,12:00,25.65
1/31/18,13:00,25.48
1/31/18,14:00,24.7
1/31/18,15:00,24.64
1/31/18,16:00,24.57
1/31/18,17:00,28.6
1/31/18,18:00,32.13
1/31/18,19:00,27.67
1/31/18,20:00,26.97
1/31/18,21:00,25.31
1/31/18,22:00,24.72
1/31/18,23:00,21.93
2/1/18,0:00,15.2
2/1/18,1:00,14.52
2/1/18,2:00,14.22
2/1/18,3:00,17.11
2/1/18,4:00,18.22
2/1/18,5:00,21.33
2/1/18,6:00,34.34
2/1/18,7:00,25.68
2/1/18,8:00,22.97
2/1/18,9:00,23.39
2/1/18,10:00,23.33
2/1/18,11:00,23.42
2/1/18,12:00,23.49
2/1/18,13:00,23.87
2/1/18,14:00,24.68
2/1/18,15:00,24.91
2/1/18,16:00,24.2
2/1/18,17:00,31.36
2/1/18,18:00,41.91
2/1/18,19:00,27.88
2/1/18,20:00,25.86
2/1/18,21:00,23.49
2/1/18,22:00,22.5
2/1/18,23:00,18.51
2/2/18,0:00,20.54
2/2/18,1:00,19.67
2/2/18,2:00,19.67
2/2/18,3:00,20.11
2/2/18,4:00,21.94
2/2/18,5:00,22.72
2/2/18,6:00,46.17
2/2/18,7:00,33.07
2/2/18,8:00,29.71
2/2/18,9:00,28.78
2/2/18,10:00,24.48
2/2/18,11:00,24.12
2/2/18,12:00,23.33
2/2/18,13:00,22.05
2/2/18,14:00,21.12
2/2/18,15:00,20.3
2/2/18,16:00,20.58
2/2/18,17:00,24.7
2/2/18,18:00,36.62
2/2/18,19:00,25.41
2/2/18,20:00,24.84
2/2/18,21:00,24.86
2/2/18,22:00,22.91
2/2/18,23:00,20.12
2/3/18,0:00,17.83
2/3/18,1:00,16.8
2/3/18,2:00,16.51
2/3/18,3:00,16.66
2/3/18,4:00,16.37
2/3/18,5:00,17.71
2/3/18,6:00,20.83
2/3/18,7:00,21.57
2/3/18,8:00,23.05
2/3/18,9:00,25.22
2/3/18,10:00,25.69
2/3/18,11:00,22.15
2/3/18,12:00,21.03
2/3/18,13:00,20.79
2/3/18,14:00,20.44
2/3/18,15:00,19.96
2/3/18,16:00,20.34
2/3/18,17:00,21.89
2/3/18,18:00,32.14
2/3/18,19:00,21.92
2/3/18,20:00,21.96
2/3/18,21:00,21.44
2/3/18,22:00,20.78
2/3/18,23:00,19.75
2/4/18,0:00,19.52
2/4/18,1:00,19.14
2/4/18,2:00,18.59
2/4/18,3:00,18.5
2/4/18,4:00,18.46
2/4/18,5:00,19.38
2/4/18,6:00,21.31
2/4/18,7:00,21.77
2/4/18,8:00,25.79
2/4/18,9:00,27.26
2/4/18,10:00,27.49
2/4/18,11:00,23.94
2/4/18,12:00,22.05
2/4/18,13:00,22.54
2/4/18,14:00,21.89
2/4/18,15:00,23.08
2/4/18,16:00,21.64
2/4/18,17:00,20.29
2/4/18,18:00,22.4
2/4/18,19:00,20.31
2/4/18,20:00,19.79
2/4/18,21:00,19.06
2/4/18,22:00,18.41
2/4/18,23:00,18.04
2/5/18,0:00,19.06
2/5/18,1:00,18.45
2/5/18,2:00,17.88
2/5/18,3:00,18.01
2/5/18,4:00,18.33
2/5/18,5:00,19.26
2/5/18,6:00,33.32
2/5/18,7:00,33.13
2/5/18,8:00,23.13
2/5/18,9:00,22.95
2/5/18,10:00,21.34
2/5/18,11:00,21.71
2/5/18,12:00,21.11
2/5/18,13:00,20.34
2/5/18,14:00,20.39
2/5/18,15:00,19.9
2/5/18,16:00,19.95
2/5/18,17:00,25.25
2/5/18,18:00,33.36
2/5/18,19:00,23.04
2/5/18,20:00,21.61
2/5/18,21:00,19.29
2/5/18,22:00,18.41
2/5/18,23:00,16.19
2/6/18,0:00,18.75
2/6/18,1:00,18.94
2/6/18,2:00,18.04
2/6/18,3:00,18.11
2/6/18,4:00,18.45
2/6/18,5:00,19.85
2/6/18,6:00,34.32
2/6/18,7:00,27.76
2/6/18,8:00,26.2
2/6/18,9:00,25.17
2/6/18,10:00,22.31
2/6/18,11:00,21.26
2/6/18,12:00,21.21
2/6/18,13:00,21.28
2/6/18,14:00,20.37
2/6/18,15:00,20.47
2/6/18,16:00,21.6
2/6/18,17:00,23.5
2/6/18,18:00,44.93
2/6/18,19:00,22.63
2/6/18,20:00,21.31
2/6/18,21:00,20.64
2/6/18,22:00,20.02
2/6/18,23:00,18.88
2/7/18,0:00,19.92
2/7/18,1:00,19.45
2/7/18,2:00,18.9
2/7/18,3:00,19.53
2/7/18,4:00,19.72
2/7/18,5:00,22.28
2/7/18,6:00,47.75
2/7/18,7:00,34.8
2/7/18,8:00,26.89
2/7/18,9:00,25.69
2/7/18,10:00,22.5
2/7/18,11:00,21.41
2/7/18,12:00,20.96
2/7/18,13:00,20.06
2/7/18,14:00,20.11
2/7/18,15:00,19.98
2/7/18,16:00,20.78
2/7/18,17:00,26.8
2/7/18,18:00,45.23
2/7/18,19:00,31.03
2/7/18,20:00,26.38
2/7/18,21:00,22.86
2/7/18,22:00,23.1
2/7/18,23:00,23.11
2/8/18,0:00,20.12
2/8/18,1:00,18.84
2/8/18,2:00,19.29
2/8/18,3:00,19.34
2/8/18,4:00,20.1
2/8/18,5:00,25.24
2/8/18,6:00,63.89
2/8/18,7:00,49.56
2/8/18,8:00,32.01
2/8/18,9:00,26.57
2/8/18,10:00,23.14
2/8/18,11:00,22.41
2/8/18,12:00,21.77
2/8/18,13:00,21.07
2/8/18,14:00,19.84
2/8/18,15:00,19.61
2/8/18,16:00,20.22
2/8/18,17:00,24.75
2/8/18,18:00,28.74
2/8/18,19:00,22.21
2/8/18,20:00,21.31
2/8/18,21:00,21.71
2/8/18,22:00,19.71
2/8/18,23:00,18.94
2/9/18,0:00,14.8
2/9/18,1:00,14.49
2/9/18,2:00,14.39
2/9/18,3:00,14.85
2/9/18,4:00,16.77
2/9/18,5:00,19.66
2/9/18,6:00,30.04
2/9/18,7:00,24.05
2/9/18,8:00,22.85
2/9/18,9:00,22.51
2/9/18,10:00,22.76
2/9/18,11:00,22.02
2/9/18,12:00,21.45
2/9/18,13:00,21.4
2/9/18,14:00,20.57
2/9/18,15:00,20.24
2/9/18,16:00,20.51
2/9/18,17:00,22.63
2/9/18,18:00,23.79
2/9/18,19:00,19.94
2/9/18,20:00,19.5
2/9/18,21:00,17.75
2/9/18,22:00,17.85
2/9/18,23:00,17.13
2/10/18,0:00,16.89
2/10/18,1:00,17.27
2/10/18,2:00,17.24
2/10/18,3:00,17.74
2/10/18,4:00,16.9
2/10/18,5:00,16.76
2/10/18,6:00,15.85
2/10/18,7:00,16.5
2/10/18,8:00,18.56
2/10/18,9:00,21.12
2/10/18,10:00,20.38
2/10/18,11:00,19.66
2/10/18,12:00,19.5
2/10/18,13:00,19.97
2/10/18,14:00,19.73
2/10/18,15:00,19.61
2/10/18,16:00,19.48
2/10/18,17:00,24.19
2/10/18,18:00,50.9
2/10/18,19:00,23.15
2/10/18,20:00,22.7
2/10/18,21:00,20.54
2/10/18,22:00,21.42
2/10/18,23:00,19.5
2/11/18,0:00,17.5
2/11/18,1:00,17.35
2/11/18,2:00,16.84
2/11/18,3:00,17.17
2/11/18,4:00,17.91
2/11/18,5:00,17.98
2/11/18,6:00,18.93
2/11/18,7:00,20.45
2/11/18,8:00,24.63
2/11/18,9:00,26.83
2/11/18,10:00,26.43
2/11/18,11:00,25.63
2/11/18,12:00,22.82
2/11/18,13:00,22
2/11/18,14:00,21.79
2/11/18,15:00,21.08
