Day,Hour,Price
4/13/18,14:00,40.91
4/13/18,15:00,43.5
4/13/18,16:00,36.97
4/13/18,17:00,27.24
4/13/18,18:00,29.32
4/13/18,19:00,34.06
4/13/18,20:00,24.86
4/13/18,21:00,26.18
4/13/18,22:00,21.49
4/13/18,23:00,20.61
4/14/18,0:00,18.51
4/14/18,1:00,16.81
4/14/18,2:00,13.79
4/14/18,3:00,13.68
4/14/18,4:00,13.18
4/14/18,5:00,16.71
4/14/18,6:00,17.83
4/14/18,7:00,19.45
4/14/18,8:00,21.18
4/14/18,9:00,21.32
4/14/18,10:00,21.32
4/14/18,11:00,20.76
4/14/18,12:00,20.25
4/14/18,13:00,19.73
4/14/18,14:00,19.93
4/14/18,15:00,20.41
4/14/18,16:00,20.46
4/14/18,17:00,20.95
4/14/18,18:00,21.52
4/14/18,19:00,34.31
4/14/18,20:00,29
4/14/18,21:00,28.37
4/14/18,22:00,22.34
4/14/18,23:00,23.59
4/15/18,0:00,21.63
4/15/18,1:00,21.81
4/15/18,2:00,21.33
4/15/18,3:00,22.2
4/15/18,4:00,21.99
4/15/18,5:00,23.33
4/15/18,6:00,27.8
4/15/18,7:00,31.38
4/15/18,8:00,31.8
4/15/18,9:00,28.33
4/15/18,10:00,23.13
4/15/18,11:00,21.23
4/15/18,12:00,21.23
4/15/18,13:00,21.24
4/15/18,14:00,21.74
4/15/18,15:00,22.3
4/15/18,16:00,24.21
4/15/18,17:00,25.53
4/15/18,18:00,36.01
4/15/18,19:00,36.32
4/15/18,20:00,21.21
4/15/18,21:00,22.34
4/15/18,22:00,18.16
4/15/18,23:00,15.65
4/16/18,0:00,12.18
4/16/18,1:00,11.26
4/16/18,2:00,11.13
4/16/18,3:00,13.71
4/16/18,4:00,17.93
4/16/18,5:00,30.51
4/16/18,6:00,29.47
4/16/18,7:00,24.41
4/16/18,8:00,21.49
4/16/18,9:00,20.31
4/16/18,10:00,20.45
4/16/18,11:00,20.5
4/16/18,12:00,21.18
4/16/18,13:00,22.52
4/16/18,14:00,24.52
4/16/18,15:00,26.07
4/16/18,16:00,26.81
4/16/18,17:00,24.79
4/16/18,18:00,26.31
4/16/18,19:00,27.21
4/16/18,20:00,21.4
4/16/18,21:00,18.97
4/16/18,22:00,16.04
4/16/18,23:00,13.72
4/17/18,0:00,10.7
4/17/18,1:00,10.78
4/17/18,2:00,11.39
4/17/18,3:00,12.11
4/17/18,4:00,16.98
4/17/18,5:00,19.7
4/17/18,6:00,20.48
4/17/18,7:00,20.03
4/17/18,8:00,20.88
4/17/18,9:00,21.98
4/17/18,10:00,23.03
4/17/18,11:00,25.52
4/17/18,12:00,26.1
4/17/18,13:00,31.56
4/17/18,14:00,36.63
4/17/18,15:00,43.34
4/17/18,16:00,39.42
4/17/18,17:00,30.32
4/17/18,18:00,28.09
4/17/18,19:00,34.64
4/17/18,20:00,26.87
4/17/18,21:00,24.35
4/17/18,22:00,21.6
4/17/18,23:00,17.36
4/18/18,0:00,15.04
4/18/18,1:00,14.58
4/18/18,2:00,13.9
4/18/18,3:00,15.95
4/18/18,4:00,18.59
4/18/18,5:00,22.26
4/18/18,6:00,21.02
4/18/18,7:00,20.94
4/18/18,8:00,22.24
4/18/18,9:00,24.16
4/18/18,10:00,26.38
4/18/18,11:00,25
4/18/18,12:00,29.04
4/18/18,13:00,33.85
4/18/18,14:00,41.16
4/18/18,15:00,53.39
4/18/18,16:00,43.7
4/18/18,17:00,36.75
4/18/18,18:00,43.08
4/18/18,19:00,49.27
4/18/18,20:00,29.5
4/18/18,21:00,26.81
4/18/18,22:00,23.72
4/18/18,23:00,18.9
4/19/18,0:00,17.88
4/19/18,1:00,16.71
4/19/18,2:00,16.66
4/19/18,3:00,18.09
4/19/18,4:00,19.79
4/19/18,5:00,24.44
4/19/18,6:00,22.71
4/19/18,7:00,24.2
4/19/18,8:00,23.47
4/19/18,9:00,28.49
4/19/18,10:00,22.94
4/19/18,11:00,22.86
4/19/18,12:00,23.09
4/19/18,13:00,27.35
4/19/18,14:00,31.34
4/19/18,15:00,32.32
4/19/18,16:00,24.26
4/19/18,17:00,22.37
4/19/18,18:00,22.42
4/19/18,19:00,30.43
4/19/18,20:00,23.28
4/19/18,21:00,26.94
4/19/18,22:00,19.15
4/19/18,23:00,16.29
4/20/18,0:00,15.23
4/20/18,1:00,15.21
4/20/18,2:00,14.88
4/20/18,3:00,15.65
4/20/18,4:00,18.18
4/20/18,5:00,30.71
4/20/18,6:00,23.19
4/20/18,7:00,22.45
4/20/18,8:00,22.53
4/20/18,9:00,23.22
4/20/18,10:00,23.64
4/20/18,11:00,22.97
4/20/18,12:00,23.63
4/20/18,13:00,22.37
4/20/18,14:00,22.69
4/20/18,15:00,23.28
4/20/18,16:00,21.71
4/20/18,17:00,20.36
4/20/18,18:00,21.94
4/20/18,19:00,27.04
4/20/18,20:00,22.57
4/20/18,21:00,21.56
4/20/18,22:00,18.95
4/20/18,23:00,16.85
4/21/18,0:00,15.92
4/21/18,1:00,15.19
4/21/18,2:00,15.17
4/21/18,3:00,15.13
4/21/18,4:00,16.23
4/21/18,5:00,19.95
4/21/18,6:00,19.75
4/21/18,7:00,21.07
4/21/18,8:00,27.52
4/21/18,9:00,26.01
4/21/18,10:00,29.42
4/21/18,11:00,25.03
4/21/18,12:00,27.37
4/21/18,13:00,23.36
4/21/18,14:00,23.24
4/21/18,15:00,25
4/21/18,16:00,25.17
4/21/18,17:00,21.11
4/21/18,18:00,22.09
4/21/18,19:00,28.97
4/21/18,20:00,23.33
4/21/18,21:00,22.57
4/21/18,22:00,19.99
4/21/18,23:00,17.37
4/22/18,0:00,17.05
4/22/18,1:00,17.63
4/22/18,2:00,16.56
4/22/18,3:00,19.75
4/22/18,4:00,18.14
4/22/18,5:00,20.38
4/22/18,6:00,19.78
4/22/18,7:00,21.44
4/22/18,8:00,22.07
4/22/18,9:00,22.5
4/22/18,10:00,22.61
4/22/18,11:00,21.97
4/22/18,12:00,22.25
4/22/18,13:00,23.8
4/22/18,14:00,26.39
4/22/18,15:00,27.51
4/22/18,16:00,32.04
4/22/18,17:00,26.87
4/22/18,18:00,30.39
4/22/18,19:00,41.96
4/22/18,20:00,25.21
4/22/18,21:00,24.69
4/22/18,22:00,22.14
4/22/18,23:00,19.24
4/23/18,0:00,18.79
4/23/18,1:00,18.5
4/23/18,2:00,18.43
4/23/18,3:00,18.96
4/23/18,4:00,19.29
4/23/18,5:00,25.41
4/23/18,6:00,23.9
4/23/18,7:00,22.89
4/23/18,8:00,25.57
4/23/18,9:00,24.43
4/23/18,10:00,23.37
4/23/18,11:00,24.63
4/23/18,12:00,28.79
4/23/18,13:00,32.68
4/23/18,14:00,36.85
4/23/18,15:00,49.32
4/23/18,16:00,43.85
4/23/18,17:00,28.71
4/23/18,18:00,27.47
4/23/18,19:00,28.94
4/23/18,20:00,21.92
4/23/18,21:00,21.45
4/23/18,22:00,18.06
4/23/18,23:00,14.54
4/24/18,0:00,13.2
4/24/18,1:00,12.55
4/24/18,2:00,11.17
4/24/18,3:00,15.25
4/24/18,4:00,16.4
4/24/18,5:00,21.53
4/24/18,6:00,21.88
4/24/18,7:00,22.12
4/24/18,8:00,22.7
4/24/18,9:00,22.69
4/24/18,10:00,22.89
4/24/18,11:00,25.16
4/24/18,12:00,30.88
4/24/18,13:00,35.51
4/24/18,14:00,49.9
4/24/18,15:00,49.9
4/24/18,16:00,36.23
4/24/18,17:00,30.62
4/24/18,18:00,26.88
4/24/18,19:00,30.28
4/24/18,20:00,24.05
4/24/18,21:00,22.16
4/24/18,22:00,18.74
4/24/18,23:00,16.89
4/25/18,0:00,16.31
4/25/18,1:00,15.62
4/25/18,2:00,14.94
4/25/18,3:00,14.97
4/25/18,4:00,15.48
4/25/18,5:00,20.27
4/25/18,6:00,20.15
4/25/18,7:00,20.89
4/25/18,8:00,22.59
4/25/18,9:00,24.72
4/25/18,10:00,24.56
4/25/18,11:00,28.48
4/25/18,12:00,32.52
4/25/18,13:00,33.73
4/25/18,14:00,37.1
4/25/18,15:00,39.88
4/25/18,16:00,37.57
4/25/18,17:00,28.55
4/25/18,18:00,31.23
4/25/18,19:00,46.91
4/25/18,20:00,25.95
4/25/18,21:00,24.45
4/25/18,22:00,22.05
4/25/18,23:00,20.97
4/26/18,0:00,19.08
4/26/18,1:00,18.39
4/26/18,2:00,17.71
4/26/18,3:00,17.75
4/26/18,4:00,20.24
4/26/18,5:00,22.58
4/26/18,6:00,22.89
4/26/18,7:00,22.71
4/26/18,8:00,24.52
4/26/18,9:00,24.81
4/26/18,10:00,21.77
4/26/18,11:00,24
4/26/18,12:00,28.5
4/26/18,13:00,27.2
4/26/18,14:00,30
4/26/18,15:00,43.4
4/26/18,16:00,30.25
4/26/18,17:00,25.42
4/26/18,18:00,23.71
4/26/18,19:00,27.1
4/26/18,20:00,25.22
4/26/18,21:00,22.19
4/26/18,22:00,19.02
4/26/18,23:00,16.15
4/27/18,0:00,17.4
4/27/18,1:00,16.32
4/27/18,2:00,15.85
4/27/18,3:00,17.42
4/27/18,4:00,18.95
4/27/18,5:00,21.68
4/27/18,6:00,23.16
4/27/18,7:00,23.73
4/27/18,8:00,25.87
4/27/18,9:00,25.13
4/27/18,10:00,25.4
4/27/18,11:00,26.94
4/27/18,12:00,26.25
4/27/18,13:00,28.36
4/27/18,14:00,38.4
4/27/18,15:00,48.46
4/27/18,16:00,38.54
4/27/18,17:00,33.08
4/27/18,18:00,30.47
4/27/18,19:00,30.98
4/27/18,20:00,25.76
4/27/18,21:00,25.82
4/27/18,22:00,22.92
4/27/18,23:00,21.14
4/28/18,0:00,17.91
4/28/18,1:00,16.03
4/28/18,2:00,15.51
4/28/18,3:00,15.83
4/28/18,4:00,15.83
4/28/18,5:00,16.63
4/28/18,6:00,18.04
4/28/18,7:00,21.03
4/28/18,8:00,22.5
4/28/18,9:00,23.48
4/28/18,10:00,27.3
4/28/18,11:00,27.9
4/28/18,12:00,32.06
4/28/18,13:00,31.45
4/28/18,14:00,38.68
4/28/18,15:00,46.65
4/28/18,16:00,30.21
4/28/18,17:00,25.4
4/28/18,18:00,25.46
4/28/18,19:00,28.87
4/28/18,20:00,22.41
4/28/18,21:00,21.38
4/28/18,22:00,18.33
4/28/18,23:00,15.91
4/29/18,0:00,14.24
4/29/18,1:00,12.71
4/29/18,2:00,11.92
4/29/18,3:00,11.7
4/29/18,4:00,13.11
4/29/18,5:00,13.94
4/29/18,6:00,15.4
4/29/18,7:00,17.99
4/29/18,8:00,18.77
4/29/18,9:00,19.01
4/29/18,10:00,20.2
4/29/18,11:00,22.76
4/29/18,12:00,23.85
4/29/18,13:00,23.49
4/29/18,14:00,29.46
4/29/18,15:00,35.93
4/29/18,16:00,28.69
4/29/18,17:00,27.3
4/29/18,18:00,24.77
4/29/18,19:00,28.77
4/29/18,20:00,22.43
4/29/18,21:00,20.98
4/29/18,22:00,17.11
4/29/18,23:00,13.68
4/30/18,0:00,11.2
4/30/18,1:00,9.26
4/30/18,2:00,8.4
4/30/18,3:00,9.07
4/30/18,4:00,13.16
4/30/18,5:00,19.29
4/30/18,6:00,17.99
4/30/18,7:00,18.88
4/30/18,8:00,21.15
4/30/18,9:00,21.72
4/30/18,10:00,21.98
4/30/18,11:00,22.28
4/30/18,12:00,25.75
4/30/18,13:00,26.85
4/30/18,14:00,32.32
4/30/18,15:00,34.2
4/30/18,16:00,32.06
4/30/18,17:00,26.65
4/30/18,18:00,25.45
4/30/18,19:00,27.51
4/30/18,20:00,24.06
4/30/18,21:00,20.53
4/30/18,22:00,17.24
4/30/18,23:00,13.68
